flight_no,airline,destination,departure_time,flight_status
GA715,Garuda Indonesia,Bali,2024-08-09 07:25:00,Delayed
5J32,Cebu Pacific,Manila,2024-08-09 07:59:00,On Time
SQ211,Singapore Airlines,Singapore,2024-08-09 08:05:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-08-09 08:42:00,On Time
MU502,China Eastern,Shanghai,2024-08-09 09:18:00,On Time
PR211,Philippine Airlines,Manila,2024-08-09 09:26:00,On Time
OZ602,Asiana Airlines,Seoul,2024-08-09 09:50:00,On Time
JL771,Japan Airlines,Tokyo,2024-08-09 10:01:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-08-09 10:35:00,On Time
KE601,Korean Air,Seoul,2024-08-09 11:30:00,Delayed
QF7,Qantas,Los Angeles,2024-08-09 11:58:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-08-09 15:50:00,On Time
QF1,Qantas,Singapore,2024-08-09 16:29:00,On Time
QR007,Qatar Airways,Doha,2024-08-09 20:44:00,On Time
EK413,Emirates,Dubai,2024-08-09 21:13:00,On Time
GA715,Garuda Indonesia,Bali,2024-08-10 07:33:00,Delayed
TR13,Scoot,Singapore,2024-08-10 07:47:00,On Time
SQ211,Singapore Airlines,Singapore,2024-08-10 08:02:00,On Time
TG476,Thai Airways,Bangkok,2024-08-10 09:04:00,On Time
MU502,China Eastern,Shanghai,2024-08-10 09:18:00,On Time
PR211,Philippine Airlines,Manila,2024-08-10 09:25:00,On Time
OZ602,Asiana Airlines,Seoul,2024-08-10 09:47:00,On Time
JL771,Japan Airlines,Tokyo,2024-08-10 09:57:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-08-10 10:29:00,On Time
NH880,ANA,Tokyo,2024-08-10 11:13:00,On Time
KE601,Korean Air,Seoul,2024-08-10 11:26:00,On Time
QF7,Qantas,Los Angeles,2024-08-10 11:53:00,On Time
SQ213,Singapore Airlines,Singapore,2024-08-10 13:29:00,On Time
QF1,Qantas,Singapore,2024-08-10 16:26:00,On Time
UA839,United Airlines,Los Angeles,2024-08-10 21:00:00,Delayed
EK413,Emirates,Dubai,2024-08-10 21:11:00,On Time
GA715,Garuda Indonesia,Bali,2024-08-11 07:31:00,Delayed
SQ211,Singapore Airlines,Singapore,2024-08-11 07:59:00,On Time
5J32,Cebu Pacific,Manila,2024-08-11 08:02:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-08-11 08:43:00,On Time
TG476,Thai Airways,Bangkok,2024-08-11 08:55:00,On Time
MU502,China Eastern,Shanghai,2024-08-11 09:14:00,Cancelled
PR211,Philippine Airlines,Manila,2024-08-11 09:27:00,On Time
OZ602,Asiana Airlines,Seoul,2024-08-11 09:48:00,On Time
JL771,Japan Airlines,Tokyo,2024-08-11 10:01:00,On Time
CA781,Air China,Beijing,2024-08-11 10:03:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-08-11 10:34:00,On Time
NH880,ANA,Tokyo,2024-08-11 11:19:00,On Time
KE601,Korean Air,Seoul,2024-08-11 11:27:00,On Time
QF7,Qantas,Los Angeles,2024-08-11 11:52:00,Delayed
SQ213,Singapore Airlines,Singapore,2024-08-11 13:34:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-08-11 15:46:00,On Time
QF1,Qantas,Singapore,2024-08-11 16:31:00,Delayed
QR007,Qatar Airways,Doha,2024-08-11 20:49:00,Delayed
UA839,United Airlines,Los Angeles,2024-08-11 21:03:00,On Time
EK413,Emirates,Dubai,2024-08-11 21:13:00,On Time
GA715,Garuda Indonesia,Bali,2024-08-12 07:33:00,Delayed
SQ211,Singapore Airlines,Singapore,2024-08-12 07:55:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-08-12 08:42:00,Cancelled
TG476,Thai Airways,Bangkok,2024-08-12 08:57:00,On Time
MU502,China Eastern,Shanghai,2024-08-12 09:12:00,On Time
PR211,Philippine Airlines,Manila,2024-08-12 09:30:00,On Time
OZ602,Asiana Airlines,Seoul,2024-08-12 09:42:00,Delayed
JL771,Japan Airlines,Tokyo,2024-08-12 10:05:00,Delayed
CX101,Cathay Pacific,Hong Kong,2024-08-12 10:33:00,On Time
KE601,Korean Air,Seoul,2024-08-12 11:30:00,Delayed
QF7,Qantas,Los Angeles,2024-08-12 12:00:00,On Time
SQ213,Singapore Airlines,Singapore,2024-08-12 13:26:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-08-12 15:45:00,On Time
QF1,Qantas,Singapore,2024-08-12 16:29:00,On Time
QR007,Qatar Airways,Doha,2024-08-12 20:44:00,On Time
EK413,Emirates,Dubai,2024-08-12 21:09:00,On Time
GA715,Garuda Indonesia,Bali,2024-08-13 07:26:00,On Time
TR13,Scoot,Singapore,2024-08-13 07:46:00,On Time
5J32,Cebu Pacific,Manila,2024-08-13 07:55:00,On Time
SQ211,Singapore Airlines,Singapore,2024-08-13 07:59:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-08-13 08:48:00,Delayed
MU502,China Eastern,Shanghai,2024-08-13 09:19:00,On Time
JL771,Japan Airlines,Tokyo,2024-08-13 09:59:00,On Time
CA781,Air China,Beijing,2024-08-13 10:04:00,Delayed
CX101,Cathay Pacific,Hong Kong,2024-08-13 10:33:00,On Time
NH880,ANA,Tokyo,2024-08-13 11:10:00,On Time
KE601,Korean Air,Seoul,2024-08-13 11:31:00,On Time
QF7,Qantas,Los Angeles,2024-08-13 11:53:00,On Time
QF1,Qantas,Singapore,2024-08-13 16:28:00,On Time
UA839,United Airlines,Los Angeles,2024-08-13 21:02:00,On Time
EK413,Emirates,Dubai,2024-08-13 21:12:00,On Time
GA715,Garuda Indonesia,Bali,2024-08-14 07:25:00,On Time
SQ211,Singapore Airlines,Singapore,2024-08-14 07:59:00,On Time
TG476,Thai Airways,Bangkok,2024-08-14 09:04:00,On Time
MU502,China Eastern,Shanghai,2024-08-14 09:17:00,Delayed
PR211,Philippine Airlines,Manila,2024-08-14 09:28:00,On Time
OZ602,Asiana Airlines,Seoul,2024-08-14 09:44:00,Delayed
JL771,Japan Airlines,Tokyo,2024-08-14 10:03:00,Delayed
CX101,Cathay Pacific,Hong Kong,2024-08-14 10:35:00,On Time
KE601,Korean Air,Seoul,2024-08-14 11:32:00,Delayed
QF7,Qantas,Los Angeles,2024-08-14 11:52:00,On Time
SQ213,Singapore Airlines,Singapore,2024-08-14 13:29:00,Delayed
CX103,Cathay Pacific,Hong Kong,2024-08-14 15:40:00,On Time
QF1,Qantas,Singapore,2024-08-14 16:34:00,On Time
QR007,Qatar Airways,Doha,2024-08-14 20:46:00,On Time
EK413,Emirates,Dubai,2024-08-14 21:11:00,On Time
GA715,Garuda Indonesia,Bali,2024-08-15 07:35:00,On Time
TR13,Scoot,Singapore,2024-08-15 07:50:00,On Time
SQ211,Singapore Airlines,Singapore,2024-08-15 08:01:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-08-15 08:46:00,On Time
TG476,Thai Airways,Bangkok,2024-08-15 09:04:00,Delayed
MU502,China Eastern,Shanghai,2024-08-15 09:16:00,On Time
JL771,Japan Airlines,Tokyo,2024-08-15 09:56:00,On Time
CA781,Air China,Beijing,2024-08-15 10:04:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-08-15 10:33:00,On Time
NH880,ANA,Tokyo,2024-08-15 11:20:00,Delayed
KE601,Korean Air,Seoul,2024-08-15 11:28:00,On Time
QF7,Qantas,Los Angeles,2024-08-15 11:58:00,On Time
SQ213,Singapore Airlines,Singapore,2024-08-15 13:25:00,On Time
QF1,Qantas,Singapore,2024-08-15 16:26:00,On Time
UA839,United Airlines,Los Angeles,2024-08-15 20:55:00,On Time
EK413,Emirates,Dubai,2024-08-15 21:14:00,On Time
GA715,Garuda Indonesia,Bali,2024-08-16 07:31:00,On Time
5J32,Cebu Pacific,Manila,2024-08-16 07:56:00,On Time
SQ211,Singapore Airlines,Singapore,2024-08-16 08:02:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-08-16 08:42:00,On Time
MU502,China Eastern,Shanghai,2024-08-16 09:13:00,On Time
PR211,Philippine Airlines,Manila,2024-08-16 09:25:00,Cancelled
OZ602,Asiana Airlines,Seoul,2024-08-16 09:42:00,On Time
JL771,Japan Airlines,Tokyo,2024-08-16 10:04:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-08-16 10:26:00,On Time
KE601,Korean Air,Seoul,2024-08-16 11:29:00,On Time
QF7,Qantas,Los Angeles,2024-08-16 11:50:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-08-16 15:44:00,On Time
QF1,Qantas,Singapore,2024-08-16 16:30:00,On Time
QR007,Qatar Airways,Doha,2024-08-16 20:50:00,On Time
EK413,Emirates,Dubai,2024-08-16 21:06:00,On Time
GA715,Garuda Indonesia,Bali,2024-08-17 07:35:00,On Time
TR13,Scoot,Singapore,2024-08-17 07:42:00,On Time
SQ211,Singapore Airlines,Singapore,2024-08-17 08:02:00,On Time
TG476,Thai Airways,Bangkok,2024-08-17 09:00:00,On Time
MU502,China Eastern,Shanghai,2024-08-17 09:17:00,On Time
PR211,Philippine Airlines,Manila,2024-08-17 09:35:00,Delayed
OZ602,Asiana Airlines,Seoul,2024-08-17 09:43:00,On Time
JL771,Japan Airlines,Tokyo,2024-08-17 10:01:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-08-17 10:32:00,On Time
NH880,ANA,Tokyo,2024-08-17 11:12:00,Delayed
KE601,Korean Air,Seoul,2024-08-17 11:28:00,On Time
QF7,Qantas,Los Angeles,2024-08-17 11:51:00,On Time
SQ213,Singapore Airlines,Singapore,2024-08-17 13:27:00,On Time
QF1,Qantas,Singapore,2024-08-17 16:28:00,On Time
UA839,United Airlines,Los Angeles,2024-08-17 21:05:00,On Time
EK413,Emirates,Dubai,2024-08-17 21:10:00,On Time
GA715,Garuda Indonesia,Bali,2024-08-18 07:26:00,On Time
5J32,Cebu Pacific,Manila,2024-08-18 08:01:00,On Time
SQ211,Singapore Airlines,Singapore,2024-08-18 08:03:00,Delayed
MH122,Malaysia Airlines,Kuala Lumpur,2024-08-18 08:43:00,On Time
TG476,Thai Airways,Bangkok,2024-08-18 09:03:00,On Time
MU502,China Eastern,Shanghai,2024-08-18 09:10:00,On Time
PR211,Philippine Airlines,Manila,2024-08-18 09:25:00,On Time
OZ602,Asiana Airlines,Seoul,2024-08-18 09:50:00,Delayed
CA781,Air China,Beijing,2024-08-18 10:00:00,On Time
JL771,Japan Airlines,Tokyo,2024-08-18 10:04:00,Delayed
CX101,Cathay Pacific,Hong Kong,2024-08-18 10:25:00,Delayed
NH880,ANA,Tokyo,2024-08-18 11:10:00,On Time
KE601,Korean Air,Seoul,2024-08-18 11:26:00,Delayed
QF7,Qantas,Los Angeles,2024-08-18 11:55:00,On Time
SQ213,Singapore Airlines,Singapore,2024-08-18 13:25:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-08-18 15:40:00,Delayed
QF1,Qantas,Singapore,2024-08-18 16:31:00,On Time
QR007,Qatar Airways,Doha,2024-08-18 20:48:00,On Time
UA839,United Airlines,Los Angeles,2024-08-18 21:00:00,On Time
EK413,Emirates,Dubai,2024-08-18 21:09:00,On Time
GA715,Garuda Indonesia,Bali,2024-08-19 07:26:00,On Time
SQ211,Singapore Airlines,Singapore,2024-08-19 07:56:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-08-19 08:49:00,On Time
TG476,Thai Airways,Bangkok,2024-08-19 09:02:00,On Time
MU502,China Eastern,Shanghai,2024-08-19 09:12:00,On Time
PR211,Philippine Airlines,Manila,2024-08-19 09:31:00,On Time
OZ602,Asiana Airlines,Seoul,2024-08-19 09:47:00,On Time
JL771,Japan Airlines,Tokyo,2024-08-19 09:55:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-08-19 10:27:00,On Time
KE601,Korean Air,Seoul,2024-08-19 11:33:00,On Time
QF7,Qantas,Los Angeles,2024-08-19 12:00:00,On Time
SQ213,Singapore Airlines,Singapore,2024-08-19 13:27:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-08-19 15:48:00,On Time
QF1,Qantas,Singapore,2024-08-19 16:27:00,On Time
QR007,Qatar Airways,Doha,2024-08-19 20:45:00,On Time
EK413,Emirates,Dubai,2024-08-19 21:14:00,On Time
GA715,Garuda Indonesia,Bali,2024-08-20 07:30:00,On Time
TR13,Scoot,Singapore,2024-08-20 07:48:00,On Time
5J32,Cebu Pacific,Manila,2024-08-20 07:55:00,On Time
SQ211,Singapore Airlines,Singapore,2024-08-20 08:00:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-08-20 08:45:00,On Time
MU502,China Eastern,Shanghai,2024-08-20 09:18:00,On Time
JL771,Japan Airlines,Tokyo,2024-08-20 09:55:00,On Time
CA781,Air China,Beijing,2024-08-20 09:58:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-08-20 10:34:00,On Time
NH880,ANA,Tokyo,2024-08-20 11:13:00,On Time
KE601,Korean Air,Seoul,2024-08-20 11:27:00,Delayed
QF7,Qantas,Los Angeles,2024-08-20 12:00:00,On Time
QF1,Qantas,Singapore,2024-08-20 16:32:00,On Time
UA839,United Airlines,Los Angeles,2024-08-20 21:05:00,On Time
EK413,Emirates,Dubai,2024-08-20 21:14:00,On Time
GA715,Garuda Indonesia,Bali,2024-08-21 07:31:00,On Time
SQ211,Singapore Airlines,Singapore,2024-08-21 07:57:00,On Time
TG476,Thai Airways,Bangkok,2024-08-21 09:05:00,On Time
MU502,China Eastern,Shanghai,2024-08-21 09:16:00,On Time
PR211,Philippine Airlines,Manila,2024-08-21 09:29:00,On Time
OZ602,Asiana Airlines,Seoul,2024-08-21 09:47:00,On Time
JL771,Japan Airlines,Tokyo,2024-08-21 10:02:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-08-21 10:32:00,On Time
KE601,Korean Air,Seoul,2024-08-21 11:25:00,On Time
QF7,Qantas,Los Angeles,2024-08-21 11:53:00,On Time
SQ213,Singapore Airlines,Singapore,2024-08-21 13:33:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-08-21 15:48:00,On Time
QF1,Qantas,Singapore,2024-08-21 16:29:00,On Time
QR007,Qatar Airways,Doha,2024-08-21 20:41:00,On Time
EK413,Emirates,Dubai,2024-08-21 21:12:00,On Time
GA715,Garuda Indonesia,Bali,2024-08-22 07:27:00,On Time
TR13,Scoot,Singapore,2024-08-22 07:45:00,Delayed
SQ211,Singapore Airlines,Singapore,2024-08-22 08:00:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-08-22 08:45:00,On Time
TG476,Thai Airways,Bangkok,2024-08-22 08:58:00,On Time
MU502,China Eastern,Shanghai,2024-08-22 09:18:00,On Time
CA781,Air China,Beijing,2024-08-22 09:57:00,On Time
JL771,Japan Airlines,Tokyo,2024-08-22 10:04:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-08-22 10:28:00,On Time
NH880,ANA,Tokyo,2024-08-22 11:15:00,On Time
KE601,Korean Air,Seoul,2024-08-22 11:30:00,On Time
QF7,Qantas,Los Angeles,2024-08-22 11:54:00,On Time
SQ213,Singapore Airlines,Singapore,2024-08-22 13:32:00,On Time
QF1,Qantas,Singapore,2024-08-22 16:28:00,On Time
UA839,United Airlines,Los Angeles,2024-08-22 21:05:00,On Time
EK413,Emirates,Dubai,2024-08-22 21:14:00,On Time
GA715,Garuda Indonesia,Bali,2024-08-23 07:28:00,On Time
5J32,Cebu Pacific,Manila,2024-08-23 08:04:00,On Time
SQ211,Singapore Airlines,Singapore,2024-08-23 08:04:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-08-23 08:41:00,On Time
MU502,China Eastern,Shanghai,2024-08-23 09:11:00,On Time
PR211,Philippine Airlines,Manila,2024-08-23 09:28:00,Delayed
OZ602,Asiana Airlines,Seoul,2024-08-23 09:44:00,On Time
JL771,Japan Airlines,Tokyo,2024-08-23 10:05:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-08-23 10:28:00,On Time
KE601,Korean Air,Seoul,2024-08-23 11:34:00,Delayed
QF7,Qantas,Los Angeles,2024-08-23 11:51:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-08-23 15:44:00,On Time
QF1,Qantas,Singapore,2024-08-23 16:31:00,On Time
QR007,Qatar Airways,Doha,2024-08-23 20:41:00,On Time
EK413,Emirates,Dubai,2024-08-23 21:05:00,On Time
GA715,Garuda Indonesia,Bali,2024-08-24 07:30:00,On Time
TR13,Scoot,Singapore,2024-08-24 07:41:00,Delayed
SQ211,Singapore Airlines,Singapore,2024-08-24 08:00:00,On Time
TG476,Thai Airways,Bangkok,2024-08-24 08:56:00,On Time
MU502,China Eastern,Shanghai,2024-08-24 09:17:00,On Time
PR211,Philippine Airlines,Manila,2024-08-24 09:35:00,On Time
OZ602,Asiana Airlines,Seoul,2024-08-24 09:50:00,On Time
JL771,Japan Airlines,Tokyo,2024-08-24 10:04:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-08-24 10:32:00,Delayed
NH880,ANA,Tokyo,2024-08-24 11:10:00,On Time
KE601,Korean Air,Seoul,2024-08-24 11:35:00,On Time
QF7,Qantas,Los Angeles,2024-08-24 12:00:00,On Time
SQ213,Singapore Airlines,Singapore,2024-08-24 13:31:00,On Time
QF1,Qantas,Singapore,2024-08-24 16:29:00,On Time
UA839,United Airlines,Los Angeles,2024-08-24 20:58:00,On Time
EK413,Emirates,Dubai,2024-08-24 21:10:00,On Time
GA715,Garuda Indonesia,Bali,2024-08-25 07:26:00,On Time
SQ211,Singapore Airlines,Singapore,2024-08-25 08:01:00,On Time
5J32,Cebu Pacific,Manila,2024-08-25 08:04:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-08-25 08:40:00,On Time
TG476,Thai Airways,Bangkok,2024-08-25 08:57:00,On Time
MU502,China Eastern,Shanghai,2024-08-25 09:15:00,On Time
PR211,Philippine Airlines,Manila,2024-08-25 09:26:00,On Time
OZ602,Asiana Airlines,Seoul,2024-08-25 09:40:00,On Time
CA781,Air China,Beijing,2024-08-25 09:57:00,On Time
JL771,Japan Airlines,Tokyo,2024-08-25 10:05:00,Delayed
CX101,Cathay Pacific,Hong Kong,2024-08-25 10:34:00,Delayed
NH880,ANA,Tokyo,2024-08-25 11:13:00,On Time
KE601,Korean Air,Seoul,2024-08-25 11:25:00,On Time
QF7,Qantas,Los Angeles,2024-08-25 11:52:00,On Time
SQ213,Singapore Airlines,Singapore,2024-08-25 13:30:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-08-25 15:44:00,On Time
QF1,Qantas,Singapore,2024-08-25 16:30:00,On Time
QR007,Qatar Airways,Doha,2024-08-25 20:50:00,On Time
UA839,United Airlines,Los Angeles,2024-08-25 20:55:00,On Time
EK413,Emirates,Dubai,2024-08-25 21:12:00,On Time
GA715,Garuda Indonesia,Bali,2024-08-26 07:31:00,On Time
SQ211,Singapore Airlines,Singapore,2024-08-26 08:02:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-08-26 08:48:00,On Time
TG476,Thai Airways,Bangkok,2024-08-26 09:04:00,On Time
MU502,China Eastern,Shanghai,2024-08-26 09:19:00,On Time
PR211,Philippine Airlines,Manila,2024-08-26 09:26:00,On Time
OZ602,Asiana Airlines,Seoul,2024-08-26 09:46:00,On Time
JL771,Japan Airlines,Tokyo,2024-08-26 09:55:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-08-26 10:28:00,On Time
KE601,Korean Air,Seoul,2024-08-26 11:33:00,On Time
QF7,Qantas,Los Angeles,2024-08-26 11:59:00,On Time
SQ213,Singapore Airlines,Singapore,2024-08-26 13:28:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-08-26 15:43:00,On Time
QF1,Qantas,Singapore,2024-08-26 16:25:00,On Time
QR007,Qatar Airways,Doha,2024-08-26 20:46:00,Delayed
EK413,Emirates,Dubai,2024-08-26 21:06:00,On Time
GA715,Garuda Indonesia,Bali,2024-08-27 07:32:00,On Time
TR13,Scoot,Singapore,2024-08-27 07:44:00,On Time
5J32,Cebu Pacific,Manila,2024-08-27 07:57:00,On Time
SQ211,Singapore Airlines,Singapore,2024-08-27 08:04:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-08-27 08:43:00,On Time
MU502,China Eastern,Shanghai,2024-08-27 09:14:00,On Time
CA781,Air China,Beijing,2024-08-27 09:56:00,On Time
JL771,Japan Airlines,Tokyo,2024-08-27 10:05:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-08-27 10:27:00,On Time
NH880,ANA,Tokyo,2024-08-27 11:15:00,On Time
KE601,Korean Air,Seoul,2024-08-27 11:25:00,On Time
QF7,Qantas,Los Angeles,2024-08-27 11:54:00,On Time
QF1,Qantas,Singapore,2024-08-27 16:35:00,On Time
UA839,United Airlines,Los Angeles,2024-08-27 20:58:00,Delayed
EK413,Emirates,Dubai,2024-08-27 21:10:00,On Time
GA715,Garuda Indonesia,Bali,2024-08-28 07:27:00,On Time
SQ211,Singapore Airlines,Singapore,2024-08-28 08:04:00,On Time
TG476,Thai Airways,Bangkok,2024-08-28 08:59:00,On Time
MU502,China Eastern,Shanghai,2024-08-28 09:20:00,On Time
PR211,Philippine Airlines,Manila,2024-08-28 09:34:00,On Time
OZ602,Asiana Airlines,Seoul,2024-08-28 09:45:00,On Time
JL771,Japan Airlines,Tokyo,2024-08-28 09:56:00,Delayed
CX101,Cathay Pacific,Hong Kong,2024-08-28 10:28:00,Delayed
KE601,Korean Air,Seoul,2024-08-28 11:31:00,On Time
QF7,Qantas,Los Angeles,2024-08-28 11:51:00,On Time
SQ213,Singapore Airlines,Singapore,2024-08-28 13:31:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-08-28 15:43:00,On Time
QF1,Qantas,Singapore,2024-08-28 16:26:00,On Time
QR007,Qatar Airways,Doha,2024-08-28 20:42:00,On Time
EK413,Emirates,Dubai,2024-08-28 21:11:00,On Time
GA715,Garuda Indonesia,Bali,2024-08-29 07:34:00,On Time
TR13,Scoot,Singapore,2024-08-29 07:43:00,On Time
SQ211,Singapore Airlines,Singapore,2024-08-29 08:00:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-08-29 08:40:00,On Time
TG476,Thai Airways,Bangkok,2024-08-29 08:57:00,On Time
MU502,China Eastern,Shanghai,2024-08-29 09:14:00,On Time
JL771,Japan Airlines,Tokyo,2024-08-29 09:56:00,On Time
CA781,Air China,Beijing,2024-08-29 10:02:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-08-29 10:30:00,On Time
NH880,ANA,Tokyo,2024-08-29 11:11:00,Delayed
KE601,Korean Air,Seoul,2024-08-29 11:30:00,On Time
QF7,Qantas,Los Angeles,2024-08-29 11:58:00,On Time
SQ213,Singapore Airlines,Singapore,2024-08-29 13:33:00,On Time
QF1,Qantas,Singapore,2024-08-29 16:28:00,On Time
UA839,United Airlines,Los Angeles,2024-08-29 21:01:00,Cancelled
EK413,Emirates,Dubai,2024-08-29 21:08:00,On Time
GA715,Garuda Indonesia,Bali,2024-08-30 07:32:00,On Time
SQ211,Singapore Airlines,Singapore,2024-08-30 08:02:00,On Time
5J32,Cebu Pacific,Manila,2024-08-30 08:03:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-08-30 08:45:00,On Time
MU502,China Eastern,Shanghai,2024-08-30 09:16:00,On Time
PR211,Philippine Airlines,Manila,2024-08-30 09:30:00,On Time
OZ602,Asiana Airlines,Seoul,2024-08-30 09:42:00,On Time
JL771,Japan Airlines,Tokyo,2024-08-30 10:00:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-08-30 10:25:00,Delayed
KE601,Korean Air,Seoul,2024-08-30 11:35:00,On Time
QF7,Qantas,Los Angeles,2024-08-30 11:53:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-08-30 15:45:00,On Time
QF1,Qantas,Singapore,2024-08-30 16:35:00,On Time
QR007,Qatar Airways,Doha,2024-08-30 20:44:00,Delayed
EK413,Emirates,Dubai,2024-08-30 21:14:00,On Time
GA715,Garuda Indonesia,Bali,2024-08-31 07:35:00,On Time
TR13,Scoot,Singapore,2024-08-31 07:47:00,On Time
SQ211,Singapore Airlines,Singapore,2024-08-31 08:05:00,On Time
TG476,Thai Airways,Bangkok,2024-08-31 09:01:00,On Time
MU502,China Eastern,Shanghai,2024-08-31 09:19:00,On Time
PR211,Philippine Airlines,Manila,2024-08-31 09:26:00,On Time
OZ602,Asiana Airlines,Seoul,2024-08-31 09:43:00,On Time
JL771,Japan Airlines,Tokyo,2024-08-31 10:04:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-08-31 10:32:00,On Time
NH880,ANA,Tokyo,2024-08-31 11:13:00,On Time
KE601,Korean Air,Seoul,2024-08-31 11:25:00,On Time
QF7,Qantas,Los Angeles,2024-08-31 11:50:00,On Time
SQ213,Singapore Airlines,Singapore,2024-08-31 13:27:00,On Time
QF1,Qantas,Singapore,2024-08-31 16:28:00,On Time
UA839,United Airlines,Los Angeles,2024-08-31 20:58:00,On Time
EK413,Emirates,Dubai,2024-08-31 21:11:00,On Time
GA715,Garuda Indonesia,Bali,2024-09-01 07:29:00,On Time
5J32,Cebu Pacific,Manila,2024-09-01 08:00:00,On Time
SQ211,Singapore Airlines,Singapore,2024-09-01 08:05:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-09-01 08:44:00,On Time
TG476,Thai Airways,Bangkok,2024-09-01 09:03:00,On Time
MU502,China Eastern,Shanghai,2024-09-01 09:12:00,On Time
PR211,Philippine Airlines,Manila,2024-09-01 09:33:00,On Time
OZ602,Asiana Airlines,Seoul,2024-09-01 09:41:00,Delayed
JL771,Japan Airlines,Tokyo,2024-09-01 09:59:00,Delayed
CA781,Air China,Beijing,2024-09-01 10:00:00,Delayed
CX101,Cathay Pacific,Hong Kong,2024-09-01 10:32:00,On Time
NH880,ANA,Tokyo,2024-09-01 11:16:00,On Time
KE601,Korean Air,Seoul,2024-09-01 11:33:00,On Time
QF7,Qantas,Los Angeles,2024-09-01 11:59:00,On Time
SQ213,Singapore Airlines,Singapore,2024-09-01 13:28:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-09-01 15:46:00,Delayed
QF1,Qantas,Singapore,2024-09-01 16:29:00,On Time
QR007,Qatar Airways,Doha,2024-09-01 20:47:00,On Time
UA839,United Airlines,Los Angeles,2024-09-01 21:03:00,On Time
EK413,Emirates,Dubai,2024-09-01 21:15:00,On Time
GA715,Garuda Indonesia,Bali,2024-09-02 07:30:00,On Time
SQ211,Singapore Airlines,Singapore,2024-09-02 07:58:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-09-02 08:50:00,On Time
TG476,Thai Airways,Bangkok,2024-09-02 09:00:00,On Time
MU502,China Eastern,Shanghai,2024-09-02 09:12:00,On Time
PR211,Philippine Airlines,Manila,2024-09-02 09:29:00,On Time
OZ602,Asiana Airlines,Seoul,2024-09-02 09:45:00,On Time
JL771,Japan Airlines,Tokyo,2024-09-02 10:01:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-09-02 10:26:00,Cancelled
KE601,Korean Air,Seoul,2024-09-02 11:26:00,On Time
QF7,Qantas,Los Angeles,2024-09-02 11:56:00,On Time
SQ213,Singapore Airlines,Singapore,2024-09-02 13:33:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-09-02 15:45:00,On Time
