flight_id,flight_no,airline,destination,departure_time,flight_status
FL-2935,QF1,Qantas,Singapore,2024-06-30 16:31:00,On Time
FL-2936,QR007,Qatar Airways,Doha,2024-06-30 20:45:00,Delayed
FL-2937,UA839,United Airlines,Los Angeles,2024-06-30 20:55:00,Delayed
FL-2938,EK413,Emirates,Dubai,2024-06-30 21:13:00,On Time
FL-2939,GA715,Garuda Indonesia,Bali,2024-07-01 07:27:00,On Time
FL-2940,SQ211,Singapore Airlines,Singapore,2024-07-01 07:56:00,On Time
FL-2941,MH122,Malaysia Airlines,Kuala Lumpur,2024-07-01 08:49:00,On Time
FL-2942,TG476,Thai Airways,Bangkok,2024-07-01 09:04:00,On Time
FL-2943,MU502,China Eastern,Shanghai,2024-07-01 09:12:00,On Time
FL-2944,PR211,Philippine Airlines,Manila,2024-07-01 09:35:00,On Time
FL-2945,OZ602,Asiana Airlines,Seoul,2024-07-01 09:41:00,On Time
FL-2946,JL771,Japan Airlines,Tokyo,2024-07-01 10:02:00,On Time
FL-2947,CX101,Cathay Pacific,Hong Kong,2024-07-01 10:30:00,On Time
FL-2948,KE601,Korean Air,Seoul,2024-07-01 11:32:00,On Time
FL-2949,QF7,Qantas,Los Angeles,2024-07-01 11:54:00,On Time
FL-2950,SQ213,Singapore Airlines,Singapore,2024-07-01 13:34:00,On Time
FL-2951,CX103,Cathay Pacific,Hong Kong,2024-07-01 15:43:00,On Time
FL-2952,QF1,Qantas,Singapore,2024-07-01 16:27:00,Delayed
FL-2953,QR007,Qatar Airways,Doha,2024-07-01 20:45:00,On Time
FL-2954,EK413,Emirates,Dubai,2024-07-01 21:14:00,On Time
FL-2955,GA715,Garuda Indonesia,Bali,2024-07-02 07:33:00,On Time
FL-2956,TR13,Scoot,Singapore,2024-07-02 07:48:00,Delayed
FL-2957,5J32,Cebu Pacific,Manila,2024-07-02 07:58:00,On Time
FL-2958,SQ211,Singapore Airlines,Singapore,2024-07-02 08:00:00,On Time
FL-2959,MH122,Malaysia Airlines,Kuala Lumpur,2024-07-02 08:40:00,On Time
FL-2960,MU502,China Eastern,Shanghai,2024-07-02 09:17:00,Delayed
FL-2961,CA781,Air China,Beijing,2024-07-02 10:01:00,On Time
FL-2962,JL771,Japan Airlines,Tokyo,2024-07-02 10:02:00,On Time
FL-2963,CX101,Cathay Pacific,Hong Kong,2024-07-02 10:32:00,On Time
FL-2964,NH880,ANA,Tokyo,2024-07-02 11:20:00,On Time
FL-2965,KE601,Korean Air,Seoul,2024-07-02 11:31:00,On Time
FL-2966,QF7,Qantas,Los Angeles,2024-07-02 11:53:00,On Time
FL-2967,QF1,Qantas,Singapore,2024-07-02 16:35:00,On Time
FL-2968,UA839,United Airlines,Los Angeles,2024-07-02 20:58:00,On Time
FL-2969,EK413,Emirates,Dubai,2024-07-02 21:13:00,On Time
FL-2970,GA715,Garuda Indonesia,Bali,2024-07-03 07:30:00,On Time
FL-2971,SQ211,Singapore Airlines,Singapore,2024-07-03 08:00:00,On Time
FL-2972,TG476,Thai Airways,Bangkok,2024-07-03 08:57:00,On Time
FL-2973,MU502,China Eastern,Shanghai,2024-07-03 09:16:00,On Time
FL-2974,PR211,Philippine Airlines,Manila,2024-07-03 09:25:00,On Time
FL-2975,OZ602,Asiana Airlines,Seoul,2024-07-03 09:48:00,On Time
FL-2976,JL771,Japan Airlines,Tokyo,2024-07-03 09:55:00,On Time
FL-2977,CX101,Cathay Pacific,Hong Kong,2024-07-03 10:35:00,On Time
FL-2978,KE601,Korean Air,Seoul,2024-07-03 11:31:00,On Time
FL-2979,QF7,Qantas,Los Angeles,2024-07-03 11:50:00,On Time
FL-2980,SQ213,Singapore Airlines,Singapore,2024-07-03 13:28:00,On Time
FL-2981,CX103,Cathay Pacific,Hong Kong,2024-07-03 15:50:00,On Time
FL-2982,QF1,Qantas,Singapore,2024-07-03 16:28:00,On Time
FL-2983,QR007,Qatar Airways,Doha,2024-07-03 20:44:00,On Time
FL-2984,EK413,Emirates,Dubai,2024-07-03 21:15:00,On Time
FL-2985,GA715,Garuda Indonesia,Bali,2024-07-04 07:27:00,On Time
FL-2986,TR13,Scoot,Singapore,2024-07-04 07:50:00,On Time
FL-2987,SQ211,Singapore Airlines,Singapore,2024-07-04 08:04:00,On Time
FL-2988,MH122,Malaysia Airlines,Kuala Lumpur,2024-07-04 08:48:00,On Time
FL-2989,TG476,Thai Airways,Bangkok,2024-07-04 09:04:00,On Time
FL-2990,MU502,China Eastern,Shanghai,2024-07-04 09:13:00,On Time
FL-2991,CA781,Air China,Beijing,2024-07-04 09:56:00,On Time
FL-2992,JL771,Japan Airlines,Tokyo,2024-07-04 10:02:00,On Time
FL-2993,CX101,Cathay Pacific,Hong Kong,2024-07-04 10:33:00,On Time
FL-2994,NH880,ANA,Tokyo,2024-07-04 11:12:00,On Time
FL-2995,KE601,Korean Air,Seoul,2024-07-04 11:35:00,On Time
FL-2996,QF7,Qantas,Los Angeles,2024-07-04 11:53:00,Delayed
FL-2997,SQ213,Singapore Airlines,Singapore,2024-07-04 13:27:00,On Time
FL-2998,QF1,Qantas,Singapore,2024-07-04 16:31:00,On Time
FL-2999,UA839,United Airlines,Los Angeles,2024-07-04 21:04:00,Delayed
FL-3000,EK413,Emirates,Dubai,2024-07-04 21:07:00,On Time
FL-3001,GA715,Garuda Indonesia,Bali,2024-07-05 07:25:00,On Time
FL-3002,5J32,Cebu Pacific,Manila,2024-07-05 08:05:00,On Time
FL-3003,SQ211,Singapore Airlines,Singapore,2024-07-05 08:05:00,Delayed
FL-3004,MH122,Malaysia Airlines,Kuala Lumpur,2024-07-05 08:49:00,On Time
FL-3005,MU502,China Eastern,Shanghai,2024-07-05 09:17:00,On Time
FL-3006,PR211,Philippine Airlines,Manila,2024-07-05 09:31:00,Delayed
FL-3007,OZ602,Asiana Airlines,Seoul,2024-07-05 09:49:00,On Time
FL-3008,JL771,Japan Airlines,Tokyo,2024-07-05 10:04:00,On Time
FL-3009,CX101,Cathay Pacific,Hong Kong,2024-07-05 10:33:00,On Time
FL-3010,KE601,Korean Air,Seoul,2024-07-05 11:33:00,On Time
FL-3011,QF7,Qantas,Los Angeles,2024-07-05 11:52:00,On Time
FL-3012,CX103,Cathay Pacific,Hong Kong,2024-07-05 15:44:00,On Time
FL-3013,QF1,Qantas,Singapore,2024-07-05 16:33:00,On Time
FL-3014,QR007,Qatar Airways,Doha,2024-07-05 20:43:00,On Time
FL-3015,EK413,Emirates,Dubai,2024-07-05 21:09:00,On Time
FL-3016,GA715,Garuda Indonesia,Bali,2024-07-06 07:31:00,On Time
FL-3017,TR13,Scoot,Singapore,2024-07-06 07:45:00,Cancelled
FL-3018,SQ211,Singapore Airlines,Singapore,2024-07-06 08:02:00,On Time
FL-3019,TG476,Thai Airways,Bangkok,2024-07-06 08:55:00,On Time
FL-3020,MU502,China Eastern,Shanghai,2024-07-06 09:15:00,On Time
FL-3021,PR211,Philippine Airlines,Manila,2024-07-06 09:28:00,On Time
FL-3022,OZ602,Asiana Airlines,Seoul,2024-07-06 09:49:00,On Time
FL-3023,JL771,Japan Airlines,Tokyo,2024-07-06 10:01:00,On Time
FL-3024,CX101,Cathay Pacific,Hong Kong,2024-07-06 10:29:00,On Time
FL-3025,NH880,ANA,Tokyo,2024-07-06 11:12:00,On Time
FL-3026,KE601,Korean Air,Seoul,2024-07-06 11:27:00,On Time
FL-3027,QF7,Qantas,Los Angeles,2024-07-06 11:57:00,On Time
FL-3028,SQ213,Singapore Airlines,Singapore,2024-07-06 13:27:00,On Time
FL-3029,QF1,Qantas,Singapore,2024-07-06 16:34:00,On Time
FL-3030,UA839,United Airlines,Los Angeles,2024-07-06 20:56:00,On Time
FL-3031,EK413,Emirates,Dubai,2024-07-06 21:07:00,On Time
FL-3032,GA715,Garuda Indonesia,Bali,2024-07-07 07:26:00,On Time
FL-3033,SQ211,Singapore Airlines,Singapore,2024-07-07 08:00:00,On Time
FL-3034,5J32,Cebu Pacific,Manila,2024-07-07 08:01:00,On Time
FL-3035,MH122,Malaysia Airlines,Kuala Lumpur,2024-07-07 08:47:00,On Time
FL-3036,TG476,Thai Airways,Bangkok,2024-07-07 09:05:00,On Time
FL-3037,MU502,China Eastern,Shanghai,2024-07-07 09:18:00,On Time
FL-3038,PR211,Philippine Airlines,Manila,2024-07-07 09:35:00,On Time
FL-3039,OZ602,Asiana Airlines,Seoul,2024-07-07 09:43:00,On Time
FL-3040,CA781,Air China,Beijing,2024-07-07 09:59:00,On Time
FL-3041,JL771,Japan Airlines,Tokyo,2024-07-07 10:01:00,On Time
FL-3042,CX101,Cathay Pacific,Hong Kong,2024-07-07 10:35:00,On Time
FL-3043,NH880,ANA,Tokyo,2024-07-07 11:10:00,Delayed
FL-3044,KE601,Korean Air,Seoul,2024-07-07 11:30:00,Delayed
FL-3045,QF7,Qantas,Los Angeles,2024-07-07 11:51:00,On Time
FL-3046,SQ213,Singapore Airlines,Singapore,2024-07-07 13:30:00,On Time
FL-3047,CX103,Cathay Pacific,Hong Kong,2024-07-07 15:41:00,On Time
FL-3048,QF1,Qantas,Singapore,2024-07-07 16:27:00,On Time
FL-3049,QR007,Qatar Airways,Doha,2024-07-07 20:49:00,On Time
FL-3050,UA839,United Airlines,Los Angeles,2024-07-07 21:01:00,On Time
FL-3051,EK413,Emirates,Dubai,2024-07-07 21:12:00,On Time
FL-3052,GA715,Garuda Indonesia,Bali,2024-07-08 07:34:00,On Time
FL-3053,SQ211,Singapore Airlines,Singapore,2024-07-08 08:02:00,Delayed
FL-3054,MH122,Malaysia Airlines,Kuala Lumpur,2024-07-08 08:49:00,Delayed
FL-3055,TG476,Thai Airways,Bangkok,2024-07-08 09:04:00,On Time
FL-3056,MU502,China Eastern,Shanghai,2024-07-08 09:16:00,On Time
FL-3057,PR211,Philippine Airlines,Manila,2024-07-08 09:30:00,On Time
FL-3058,OZ602,Asiana Airlines,Seoul,2024-07-08 09:45:00,Cancelled
FL-3059,JL771,Japan Airlines,Tokyo,2024-07-08 09:56:00,Delayed
FL-3060,CX101,Cathay Pacific,Hong Kong,2024-07-08 10:30:00,Delayed
FL-3061,KE601,Korean Air,Seoul,2024-07-08 11:35:00,Delayed
FL-3062,QF7,Qantas,Los Angeles,2024-07-08 11:56:00,On Time
FL-3063,SQ213,Singapore Airlines,Singapore,2024-07-08 13:31:00,On Time
FL-3064,CX103,Cathay Pacific,Hong Kong,2024-07-08 15:46:00,Delayed
FL-3065,QF1,Qantas,Singapore,2024-07-08 16:31:00,On Time
FL-3066,QR007,Qatar Airways,Doha,2024-07-08 20:42:00,On Time
FL-3067,EK413,Emirates,Dubai,2024-07-08 21:11:00,On Time
FL-3068,GA715,Garuda Indonesia,Bali,2024-07-09 07:26:00,On Time
FL-3069,TR13,Scoot,Singapore,2024-07-09 07:42:00,On Time
FL-3070,5J32,Cebu Pacific,Manila,2024-07-09 07:56:00,Delayed
FL-3071,SQ211,Singapore Airlines,Singapore,2024-07-09 08:05:00,On Time
FL-3072,MH122,Malaysia Airlines,Kuala Lumpur,2024-07-09 08:42:00,On Time
FL-3073,MU502,China Eastern,Shanghai,2024-07-09 09:19:00,On Time
FL-3074,CA781,Air China,Beijing,2024-07-09 10:00:00,On Time
FL-3075,JL771,Japan Airlines,Tokyo,2024-07-09 10:05:00,On Time
FL-3076,CX101,Cathay Pacific,Hong Kong,2024-07-09 10:29:00,On Time
FL-3077,NH880,ANA,Tokyo,2024-07-09 11:14:00,On Time
FL-3078,KE601,Korean Air,Seoul,2024-07-09 11:29:00,On Time
FL-3079,QF7,Qantas,Los Angeles,2024-07-09 11:52:00,On Time
FL-3080,QF1,Qantas,Singapore,2024-07-09 16:32:00,On Time
FL-3081,UA839,United Airlines,Los Angeles,2024-07-09 20:57:00,On Time
FL-3082,EK413,Emirates,Dubai,2024-07-09 21:09:00,On Time
FL-3083,GA715,Garuda Indonesia,Bali,2024-07-10 07:30:00,On Time
FL-3084,SQ211,Singapore Airlines,Singapore,2024-07-10 07:58:00,On Time
FL-3085,TG476,Thai Airways,Bangkok,2024-07-10 09:05:00,On Time
FL-3086,MU502,China Eastern,Shanghai,2024-07-10 09:19:00,On Time
FL-3087,PR211,Philippine Airlines,Manila,2024-07-10 09:30:00,On Time
FL-3088,OZ602,Asiana Airlines,Seoul,2024-07-10 09:41:00,On Time
FL-3089,JL771,Japan Airlines,Tokyo,2024-07-10 10:05:00,On Time
FL-3090,CX101,Cathay Pacific,Hong Kong,2024-07-10 10:27:00,Delayed
FL-3091,KE601,Korean Air,Seoul,2024-07-10 11:28:00,Delayed
FL-3092,QF7,Qantas,Los Angeles,2024-07-10 11:51:00,On Time
FL-3093,SQ213,Singapore Airlines,Singapore,2024-07-10 13:28:00,On Time
FL-3094,CX103,Cathay Pacific,Hong Kong,2024-07-10 15:41:00,On Time
FL-3095,QF1,Qantas,Singapore,2024-07-10 16:33:00,On Time
FL-3096,QR007,Qatar Airways,Doha,2024-07-10 20:43:00,On Time
FL-3097,EK413,Emirates,Dubai,2024-07-10 21:13:00,On Time
FL-3098,GA715,Garuda Indonesia,Bali,2024-07-11 07:29:00,On Time
FL-3099,TR13,Scoot,Singapore,2024-07-11 07:50:00,Delayed
FL-3100,SQ211,Singapore Airlines,Singapore,2024-07-11 08:02:00,Delayed
FL-3101,MH122,Malaysia Airlines,Kuala Lumpur,2024-07-11 08:46:00,On Time
FL-3102,TG476,Thai Airways,Bangkok,2024-07-11 08:58:00,On Time
FL-3103,MU502,China Eastern,Shanghai,2024-07-11 09:15:00,On Time
FL-3104,CA781,Air China,Beijing,2024-07-11 09:58:00,On Time
FL-3105,JL771,Japan Airlines,Tokyo,2024-07-11 10:05:00,On Time
FL-3106,CX101,Cathay Pacific,Hong Kong,2024-07-11 10:30:00,On Time
FL-3107,NH880,ANA,Tokyo,2024-07-11 11:13:00,On Time
FL-3108,KE601,Korean Air,Seoul,2024-07-11 11:31:00,On Time
FL-3109,QF7,Qantas,Los Angeles,2024-07-11 11:53:00,On Time
FL-3110,SQ213,Singapore Airlines,Singapore,2024-07-11 13:34:00,On Time
FL-3111,QF1,Qantas,Singapore,2024-07-11 16:26:00,On Time
FL-3112,UA839,United Airlines,Los Angeles,2024-07-11 21:05:00,On Time
FL-3113,EK413,Emirates,Dubai,2024-07-11 21:09:00,Delayed
FL-3114,GA715,Garuda Indonesia,Bali,2024-07-12 07:29:00,On Time
FL-3115,5J32,Cebu Pacific,Manila,2024-07-12 08:03:00,On Time
FL-3116,SQ211,Singapore Airlines,Singapore,2024-07-12 08:05:00,On Time
FL-3117,MH122,Malaysia Airlines,Kuala Lumpur,2024-07-12 08:42:00,Delayed
FL-3118,MU502,China Eastern,Shanghai,2024-07-12 09:16:00,On Time
FL-3119,PR211,Philippine Airlines,Manila,2024-07-12 09:29:00,On Time
FL-3120,OZ602,Asiana Airlines,Seoul,2024-07-12 09:42:00,On Time
FL-3121,JL771,Japan Airlines,Tokyo,2024-07-12 10:03:00,On Time
FL-3122,CX101,Cathay Pacific,Hong Kong,2024-07-12 10:27:00,On Time
FL-3123,KE601,Korean Air,Seoul,2024-07-12 11:27:00,On Time
FL-3124,QF7,Qantas,Los Angeles,2024-07-12 11:59:00,On Time
FL-3125,CX103,Cathay Pacific,Hong Kong,2024-07-12 15:41:00,On Time
FL-3126,QF1,Qantas,Singapore,2024-07-12 16:26:00,On Time
FL-3127,QR007,Qatar Airways,Doha,2024-07-12 20:50:00,Cancelled
FL-3128,EK413,Emirates,Dubai,2024-07-12 21:11:00,On Time
FL-3129,GA715,Garuda Indonesia,Bali,2024-07-13 07:29:00,On Time
FL-3130,TR13,Scoot,Singapore,2024-07-13 07:48:00,Delayed
FL-3131,SQ211,Singapore Airlines,Singapore,2024-07-13 08:01:00,On Time
FL-3132,TG476,Thai Airways,Bangkok,2024-07-13 09:01:00,On Time
FL-3133,MU502,China Eastern,Shanghai,2024-07-13 09:16:00,On Time
FL-3134,PR211,Philippine Airlines,Manila,2024-07-13 09:26:00,On Time
FL-3135,OZ602,Asiana Airlines,Seoul,2024-07-13 09:49:00,On Time
FL-3136,JL771,Japan Airlines,Tokyo,2024-07-13 09:56:00,Delayed
FL-3137,CX101,Cathay Pacific,Hong Kong,2024-07-13 10:33:00,Delayed
FL-3138,NH880,ANA,Tokyo,2024-07-13 11:15:00,On Time
FL-3139,KE601,Korean Air,Seoul,2024-07-13 11:30:00,Delayed
FL-3140,QF7,Qantas,Los Angeles,2024-07-13 11:55:00,On Time
FL-3141,SQ213,Singapore Airlines,Singapore,2024-07-13 13:28:00,On Time
FL-3142,QF1,Qantas,Singapore,2024-07-13 16:26:00,On Time
FL-3143,UA839,United Airlines,Los Angeles,2024-07-13 20:58:00,On Time
FL-3144,EK413,Emirates,Dubai,2024-07-13 21:11:00,On Time
FL-3145,GA715,Garuda Indonesia,Bali,2024-07-14 07:27:00,Delayed
FL-3146,5J32,Cebu Pacific,Manila,2024-07-14 08:01:00,On Time
FL-3147,SQ211,Singapore Airlines,Singapore,2024-07-14 08:02:00,On Time
FL-3148,MH122,Malaysia Airlines,Kuala Lumpur,2024-07-14 08:47:00,On Time
FL-3149,TG476,Thai Airways,Bangkok,2024-07-14 09:04:00,On Time
FL-3150,MU502,China Eastern,Shanghai,2024-07-14 09:13:00,On Time
FL-3151,PR211,Philippine Airlines,Manila,2024-07-14 09:25:00,On Time
FL-3152,OZ602,Asiana Airlines,Seoul,2024-07-14 09:46:00,On Time
FL-3153,CA781,Air China,Beijing,2024-07-14 09:56:00,On Time
FL-3154,JL771,Japan Airlines,Tokyo,2024-07-14 10:00:00,Delayed
FL-3155,CX101,Cathay Pacific,Hong Kong,2024-07-14 10:25:00,On Time
FL-3156,NH880,ANA,Tokyo,2024-07-14 11:11:00,On Time
FL-3157,KE601,Korean Air,Seoul,2024-07-14 11:29:00,On Time
FL-3158,QF7,Qantas,Los Angeles,2024-07-14 11:51:00,On Time
FL-3159,SQ213,Singapore Airlines,Singapore,2024-07-14 13:34:00,On Time
FL-3160,CX103,Cathay Pacific,Hong Kong,2024-07-14 15:50:00,On Time
FL-3161,QF1,Qantas,Singapore,2024-07-14 16:29:00,On Time
FL-3162,QR007,Qatar Airways,Doha,2024-07-14 20:43:00,On Time
FL-3163,UA839,United Airlines,Los Angeles,2024-07-14 21:02:00,On Time
FL-3164,EK413,Emirates,Dubai,2024-07-14 21:11:00,On Time
FL-3165,GA715,Garuda Indonesia,Bali,2024-07-15 07:29:00,On Time
FL-3166,SQ211,Singapore Airlines,Singapore,2024-07-15 08:00:00,On Time
FL-3167,MH122,Malaysia Airlines,Kuala Lumpur,2024-07-15 08:40:00,On Time
FL-3168,TG476,Thai Airways,Bangkok,2024-07-15 08:56:00,On Time
FL-3169,MU502,China Eastern,Shanghai,2024-07-15 09:14:00,On Time
FL-3170,PR211,Philippine Airlines,Manila,2024-07-15 09:30:00,On Time
FL-3171,OZ602,Asiana Airlines,Seoul,2024-07-15 09:41:00,On Time
FL-3172,JL771,Japan Airlines,Tokyo,2024-07-15 09:57:00,On Time
FL-3173,CX101,Cathay Pacific,Hong Kong,2024-07-15 10:35:00,On Time
FL-3174,KE601,Korean Air,Seoul,2024-07-15 11:29:00,On Time
FL-3175,QF7,Qantas,Los Angeles,2024-07-15 11:52:00,On Time
FL-3176,SQ213,Singapore Airlines,Singapore,2024-07-15 13:26:00,On Time
FL-3177,CX103,Cathay Pacific,Hong Kong,2024-07-15 15:48:00,On Time
FL-3178,QF1,Qantas,Singapore,2024-07-15 16:33:00,On Time
FL-3179,QR007,Qatar Airways,Doha,2024-07-15 20:49:00,Delayed
FL-3180,EK413,Emirates,Dubai,2024-07-15 21:09:00,On Time
FL-3181,GA715,Garuda Indonesia,Bali,2024-07-16 07:27:00,On Time
FL-3182,TR13,Scoot,Singapore,2024-07-16 07:43:00,On Time
FL-3183,5J32,Cebu Pacific,Manila,2024-07-16 07:55:00,On Time
FL-3184,SQ211,Singapore Airlines,Singapore,2024-07-16 08:04:00,On Time
FL-3185,MH122,Malaysia Airlines,Kuala Lumpur,2024-07-16 08:45:00,On Time
FL-3186,MU502,China Eastern,Shanghai,2024-07-16 09:15:00,On Time
FL-3187,JL771,Japan Airlines,Tokyo,2024-07-16 09:59:00,On Time
FL-3188,CA781,Air China,Beijing,2024-07-16 10:04:00,On Time
FL-3189,CX101,Cathay Pacific,Hong Kong,2024-07-16 10:32:00,On Time
FL-3190,NH880,ANA,Tokyo,2024-07-16 11:20:00,On Time
FL-3191,KE601,Korean Air,Seoul,2024-07-16 11:34:00,On Time
FL-3192,QF7,Qantas,Los Angeles,2024-07-16 11:52:00,On Time
FL-3193,QF1,Qantas,Singapore,2024-07-16 16:33:00,On Time
FL-3194,UA839,United Airlines,Los Angeles,2024-07-16 21:01:00,On Time
FL-3195,EK413,Emirates,Dubai,2024-07-16 21:06:00,Delayed
FL-3196,GA715,Garuda Indonesia,Bali,2024-07-17 07:27:00,On Time
FL-3197,SQ211,Singapore Airlines,Singapore,2024-07-17 08:02:00,On Time
FL-3198,TG476,Thai Airways,Bangkok,2024-07-17 09:05:00,On Time
FL-3199,MU502,China Eastern,Shanghai,2024-07-17 09:15:00,On Time
FL-3200,PR211,Philippine Airlines,Manila,2024-07-17 09:31:00,On Time
FL-3201,OZ602,Asiana Airlines,Seoul,2024-07-17 09:49:00,On Time
FL-3202,JL771,Japan Airlines,Tokyo,2024-07-17 10:04:00,On Time
FL-3203,CX101,Cathay Pacific,Hong Kong,2024-07-17 10:28:00,Delayed
FL-3204,KE601,Korean Air,Seoul,2024-07-17 11:35:00,On Time
FL-3205,QF7,Qantas,Los Angeles,2024-07-17 11:56:00,On Time
FL-3206,SQ213,Singapore Airlines,Singapore,2024-07-17 13:33:00,On Time
FL-3207,CX103,Cathay Pacific,Hong Kong,2024-07-17 15:44:00,On Time
FL-3208,QF1,Qantas,Singapore,2024-07-17 16:35:00,On Time
FL-3209,QR007,Qatar Airways,Doha,2024-07-17 20:46:00,On Time
FL-3210,EK413,Emirates,Dubai,2024-07-17 21:09:00,On Time
FL-3211,GA715,Garuda Indonesia,Bali,2024-07-18 07:27:00,On Time
FL-3212,TR13,Scoot,Singapore,2024-07-18 07:46:00,On Time
FL-3213,SQ211,Singapore Airlines,Singapore,2024-07-18 07:58:00,On Time
FL-3214,MH122,Malaysia Airlines,Kuala Lumpur,2024-07-18 08:48:00,On Time
FL-3215,TG476,Thai Airways,Bangkok,2024-07-18 09:03:00,On Time
FL-3216,MU502,China Eastern,Shanghai,2024-07-18 09:17:00,On Time
FL-3217,JL771,Japan Airlines,Tokyo,2024-07-18 10:00:00,On Time
FL-3218,CA781,Air China,Beijing,2024-07-18 10:01:00,On Time
FL-3219,CX101,Cathay Pacific,Hong Kong,2024-07-18 10:32:00,On Time
FL-3220,NH880,ANA,Tokyo,2024-07-18 11:15:00,On Time
FL-3221,KE601,Korean Air,Seoul,2024-07-18 11:28:00,Delayed
FL-3222,QF7,Qantas,Los Angeles,2024-07-18 11:57:00,On Time
FL-3223,SQ213,Singapore Airlines,Singapore,2024-07-18 13:30:00,On Time
FL-3224,QF1,Qantas,Singapore,2024-07-18 16:33:00,On Time
FL-3225,UA839,United Airlines,Los Angeles,2024-07-18 21:03:00,On Time
FL-3226,EK413,Emirates,Dubai,2024-07-18 21:05:00,On Time
FL-3227,GA715,Garuda Indonesia,Bali,2024-07-19 07:27:00,On Time
FL-3228,5J32,Cebu Pacific,Manila,2024-07-19 07:55:00,On Time
FL-3229,SQ211,Singapore Airlines,Singapore,2024-07-19 07:56:00,On Time
FL-3230,MH122,Malaysia Airlines,Kuala Lumpur,2024-07-19 08:47:00,On Time
FL-3231,MU502,China Eastern,Shanghai,2024-07-19 09:19:00,On Time
FL-3232,PR211,Philippine Airlines,Manila,2024-07-19 09:29:00,On Time
FL-3233,OZ602,Asiana Airlines,Seoul,2024-07-19 09:49:00,On Time
FL-3234,JL771,Japan Airlines,Tokyo,2024-07-19 09:59:00,On Time
FL-3235,CX101,Cathay Pacific,Hong Kong,2024-07-19 10:35:00,On Time
FL-3236,KE601,Korean Air,Seoul,2024-07-19 11:28:00,On Time
FL-3237,QF7,Qantas,Los Angeles,2024-07-19 11:55:00,On Time
FL-3238,CX103,Cathay Pacific,Hong Kong,2024-07-19 15:47:00,On Time
FL-3239,QF1,Qantas,Singapore,2024-07-19 16:27:00,On Time
FL-3240,QR007,Qatar Airways,Doha,2024-07-19 20:40:00,On Time
FL-3241,EK413,Emirates,Dubai,2024-07-19 21:10:00,On Time
FL-3242,GA715,Garuda Indonesia,Bali,2024-07-20 07:34:00,On Time
FL-3243,TR13,Scoot,Singapore,2024-07-20 07:49:00,On Time
FL-3244,SQ211,Singapore Airlines,Singapore,2024-07-20 08:02:00,On Time
FL-3245,TG476,Thai Airways,Bangkok,2024-07-20 09:05:00,On Time
FL-3246,MU502,China Eastern,Shanghai,2024-07-20 09:20:00,On Time
FL-3247,PR211,Philippine Airlines,Manila,2024-07-20 09:32:00,On Time
FL-3248,OZ602,Asiana Airlines,Seoul,2024-07-20 09:44:00,Delayed
FL-3249,JL771,Japan Airlines,Tokyo,2024-07-20 10:01:00,On Time
FL-3250,CX101,Cathay Pacific,Hong Kong,2024-07-20 10:35:00,On Time
FL-3251,NH880,ANA,Tokyo,2024-07-20 11:13:00,On Time
FL-3252,KE601,Korean Air,Seoul,2024-07-20 11:25:00,On Time
FL-3253,QF7,Qantas,Los Angeles,2024-07-20 11:54:00,On Time
FL-3254,SQ213,Singapore Airlines,Singapore,2024-07-20 13:35:00,Delayed
FL-3255,QF1,Qantas,Singapore,2024-07-20 16:35:00,On Time
FL-3256,UA839,United Airlines,Los Angeles,2024-07-20 20:57:00,On Time
FL-3257,EK413,Emirates,Dubai,2024-07-20 21:06:00,On Time
FL-3258,GA715,Garuda Indonesia,Bali,2024-07-21 07:34:00,On Time
FL-3259,5J32,Cebu Pacific,Manila,2024-07-21 07:56:00,On Time
FL-3260,SQ211,Singapore Airlines,Singapore,2024-07-21 07:58:00,On Time
FL-3261,MH122,Malaysia Airlines,Kuala Lumpur,2024-07-21 08:44:00,Delayed
FL-3262,TG476,Thai Airways,Bangkok,2024-07-21 09:02:00,On Time
FL-3263,MU502,China Eastern,Shanghai,2024-07-21 09:10:00,On Time
FL-3264,PR211,Philippine Airlines,Manila,2024-07-21 09:30:00,On Time
FL-3265,OZ602,Asiana Airlines,Seoul,2024-07-21 09:42:00,On Time
FL-3266,CA781,Air China,Beijing,2024-07-21 09:56:00,On Time
FL-3267,JL771,Japan Airlines,Tokyo,2024-07-21 10:04:00,On Time
FL-3268,CX101,Cathay Pacific,Hong Kong,2024-07-21 10:28:00,On Time
FL-3269,NH880,ANA,Tokyo,2024-07-21 11:15:00,On Time
FL-3270,KE601,Korean Air,Seoul,2024-07-21 11:33:00,On Time
FL-3271,QF7,Qantas,Los Angeles,2024-07-21 11:59:00,On Time
FL-3272,SQ213,Singapore Airlines,Singapore,2024-07-21 13:25:00,On Time
FL-3273,CX103,Cathay Pacific,Hong Kong,2024-07-21 15:46:00,On Time
FL-3274,QF1,Qantas,Singapore,2024-07-21 16:30:00,Cancelled
FL-3275,QR007,Qatar Airways,Doha,2024-07-21 20:47:00,On Time
FL-3276,UA839,United Airlines,Los Angeles,2024-07-21 21:04:00,Delayed
FL-3277,EK413,Emirates,Dubai,2024-07-21 21:10:00,On Time
FL-3278,GA715,Garuda Indonesia,Bali,2024-07-22 07:33:00,On Time
FL-3279,SQ211,Singapore Airlines,Singapore,2024-07-22 08:05:00,On Time
FL-3280,MH122,Malaysia Airlines,Kuala Lumpur,2024-07-22 08:49:00,Delayed
FL-3281,TG476,Thai Airways,Bangkok,2024-07-22 08:58:00,On Time
