customer_id,nationality,age_group
C-07816,AU,Under 20
C-07817,,
C-07818,US,30s
C-07819,KR,30s
C-07820,SG,60+
C-07821,AU,40s
C-07822,PH,40s
C-07823,IN,40s
C-07824,PH,60+
C-07825,JP,Under 20
C-07826,CN,60+
C-07827,KR,50s
C-07828,SG,40s
C-07829,JP,Under 20
C-07830,SG,20s
C-07831,,
C-07832,NZ,40s
C-07833,AU,60+
C-07834,KR,60+
C-07835,IN,Under 20
C-07836,JP,Under 20
C-07837,CA,Under 20
C-07838,NZ,Under 20
C-07839,CN,40s
C-07840,CA,30s
C-07841,PH,60+
C-07842,KR,30s
C-07843,US,60+
C-07844,AU,30s
C-07845,CN,40s
C-07846,CN,Under 20
C-07847,AU,50s
C-07848,GB,30s
C-07849,PH,50s
C-07850,US,30s
C-07851,CA,40s
C-07852,GB,60+
C-07853,CN,Under 20
C-07854,CA,20s
C-07855,TH,60+
C-07856,CA,20s
C-07857,,
C-07858,NZ,30s
C-07859,AU,60+
C-07860,TH,20s
C-07861,US,60+
C-07862,KR,30s
C-07863,JP,20s
C-07864,CN,60+
C-07865,US,40s
C-07866,IN,60+
C-07867,,
C-07868,CA,40s
C-07869,,
C-07870,JP,60+
C-07871,KR,20s
C-07872,JP,50s
C-07873,JP,Under 20
C-07874,AU,40s
C-07875,JP,Under 20
C-07876,,
C-07877,US,30s
C-07878,CN,50s
C-07879,GB,Under 20
C-07880,CN,Under 20
C-07881,,
C-07882,,
C-07883,NZ,50s
C-07884,JP,20s
C-07885,KR,Under 20
C-07886,NZ,50s
C-07887,AU,50s
C-07888,CN,60+
C-07889,CA,30s
C-07890,KR,20s
C-07891,CA,30s
C-07892,,
C-07893,IN,50s
C-07894,US,60+
C-07895,SG,20s
C-07896,KR,30s
C-07897,SG,50s
C-07898,KR,30s
C-07899,KR,60+
C-07900,TH,60+
C-07901,CN,20s
C-07902,,
C-07903,,
C-07904,,
C-07905,KR,Under 20
C-07906,GB,30s
C-07907,JP,50s
C-07908,CN,40s
C-07909,US,40s
C-07910,,
C-07911,US,50s
C-07912,KR,Under 20
C-07913,SG,40s
C-07914,CN,40s
C-07915,CN,60+
C-07916,PH,20s
C-07917,NZ,20s
C-07918,,
C-07919,KR,Under 20
C-07920,US,40s
C-07921,TH,60+
C-07922,CN,50s
C-07923,US,60+
C-07924,IN,60+
C-07925,GB,40s
C-07926,CN,50s
C-07927,JP,30s
C-07928,CN,60+
C-07929,GB,20s
C-07930,CA,40s
C-07931,CA,20s
C-07932,NZ,20s
C-07933,AU,40s
C-07934,NZ,30s
C-07935,GB,20s
C-07936,CN,50s
C-07937,TH,Under 20
C-07938,NZ,20s
C-07939,CN,60+
C-07940,SG,20s
C-07941,,
C-07942,KR,40s
C-07943,NZ,Under 20
C-07944,US,Under 20
C-07945,NZ,60+
C-07946,,
C-07947,,
C-07948,,
C-07949,,
C-07950,,
C-07951,US,60+
C-07952,GB,50s
C-07953,IN,40s
C-07954,,
C-07955,,
C-07956,,
C-07957,,
C-07958,GB,60+
C-07959,,
C-07960,US,Under 20
C-07961,AU,20s
C-07962,PH,40s
C-07963,CN,60+
C-07964,KR,60+
C-07965,PH,40s
C-07966,PH,40s
C-07967,CN,50s
C-07968,US,20s
C-07969,,
C-07970,NZ,60+
C-07971,JP,50s
C-07972,PH,Under 20
C-07973,US,20s
C-07974,CN,60+
C-07975,KR,30s
C-07976,JP,50s
C-07977,NZ,30s
C-07978,KR,60+
C-07979,KR,60+
C-07980,CN,50s
C-07981,IN,20s
C-07982,US,60+
C-07983,,
C-07984,PH,20s
C-07985,US,30s
C-07986,,
C-07987,NZ,Under 20
C-07988,CN,Under 20
C-07989,AU,Under 20
C-07990,AU,50s
C-07991,CN,Under 20
C-07992,GB,30s
C-07993,IN,40s
C-07994,CA,50s
C-07995,US,40s
C-07996,JP,Under 20
C-07997,AU,30s
C-07998,TH,Under 20
C-07999,,
C-08000,KR,30s
